title,genres,release_year,user_rating,keywords,director,description,poster_url,trailer_url,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,Unknown,War,Western
The NeverEnding Story II: The Next Chapter,"['Family', 'Fantasy', 'Adventure']",1990.0,0.5748000000000001,"sequel, dragon, based on children's book, reading, fantasy world, giant, sorceress, fear of heights",George T. Miller,"Once again, Bastian is transported to the world of Fantasia which he recently managed to save from destruction. However, the land is now being destroyed by an evil sorceress, Xayide, so he must join up with Atreyu and face the Emptiness once more.",https://image.tmdb.org/t/p/w500/bRSLCuO2B6owYBtUwGYGqWZCVo6.jpg,https://www.youtube.com/watch?v=e48Le1QjEdk,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Marauders,"['Action', 'Crime', 'Thriller']",2016.0,0.58,"police, bank, fbi, traitor, bank manager, investigation, cincinnati, heist, thief, police station, bank robbery, out of control, killers",Steven C. Miller,An untraceable group of elite bank robbers is chased by a suicidal FBI agent who uncovers a deeper purpose behind the robbery-homicides.,https://image.tmdb.org/t/p/w500/bAvmDn5C7arBoRrfaG3b3Kdue1q.jpg,https://www.youtube.com/watch?v=FX2BNMwH3Ag,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
First Daughter,"['Family', 'Comedy', 'Drama', 'Romance']",2004.0,0.61,"daughter, usa president, undercover, college, romantic comedy, first lady, lying, young adult, u.s. secret service agent, overprotective father",Forest Whitaker,"Samantha MacKenzie, the daughter of the president of the United States, arrives at college with a group of Secret Service agents. Samantha, however, resents their presence and decides she wants to attend school just like a normal student. Her father agrees to recall the agents but secretly assigns James, an undercover agent, to pose as a student. They fall in love, but their romance is jeopardized when Samantha learns James' true identity.",https://image.tmdb.org/t/p/w500/iUZ3hDMo8SGY2IoujCKwVt8ukm9.jpg,https://www.youtube.com/watch?v=PyQv-dNbTOY,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Flower & Snake: Zero,"['Mystery', 'Thriller', 'Drama']",2014.0,0.625,Unknown,Hajime Hashimoto,Unknown,https://image.tmdb.org/t/p/w500/dgL3SEyEGJl33PyUs2ADh82Dd3m.jpg,https://www.youtube.com/watch?v=HUjy69kczqI,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
My Oni Girl,"['Animation', 'Fantasy', 'Adventure', 'Family']",2024.0,0.73,"anime, oni",Tomotaka Shibayama,A shy teenage boy's inability to say no is tested when a headstrong girl drags him on a mystical journey amid summer snow to find her missing mom.,https://image.tmdb.org/t/p/w500/k69kkwsipkPn7Nzq488kHGQTPo.jpg,https://www.youtube.com/watch?v=sWhtovYy3E0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Invited Delivery Man 2,['Romance'],2022.0,0.0,Unknown,Lee Sang-soo,Unknown,https://image.tmdb.org/t/p/w500/41Q9zWeeZXJguvrSmZGDgci1cbB.jpg,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Quo Vadis,"['Drama', 'History', 'Romance']",1951.0,0.7059000000000001,"epic, suicide, based on novel or book, rome, italy, roman empire, christianity, emperor, ancient rome, burning, roman army, nero, 1st century, christian film, claudius caesar, guarda pretoriana, praetorian guard, matricídio, sêneca",Mervyn LeRoy,"After fierce Roman commander Marcus Vinicius becomes infatuated with beautiful Christian hostage Lygia, he begins to question the tyrannical leadership of the despotic emperor Nero.",https://image.tmdb.org/t/p/w500/dqF1dattMNiwGjPSphu2VSi558Q.jpg,https://www.youtube.com/watch?v=TorZfZwuhls,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
The Bank Job,"['Thriller', 'Crime', 'Drama']",2008.0,0.6831,"infidelity, mannequin, wife, photography, subway, vault, car dealer, bahamas, based on true story, london underground, strip club, offer, extortion, police corruption, double cross, walkie talkie, railway station, jackhammer, political corruption, bank heist, cabinet officer",Roger Donaldson,"Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime. As the resourceful band of thieves burrows its way into a safe-deposit vault at a Lloyds Bank, they quickly realise that, besides millions in riches, the boxes also contain secrets that implicate everyone from London's most notorious underworld gangsters to powerful government figures, and even the Royal Family. Although the heist makes headlines throughout Britain for several days, a government gag order eventually brings all reporting of the case to an immediate halt.",https://image.tmdb.org/t/p/w500/4G4JJTlOTwSOwvzzU6bKiZfpkBb.jpg,https://www.youtube.com/watch?v=tdiWAhlVOBY,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ruigoord: een kosmisch lek,['Unknown'],2024.0,0.0,Unknown,Peter Wingender,Unknown,https://image.tmdb.org/t/p/w500/dTj0p6DRrofF3oK0ydTAqnoQTPk.jpg,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Career Opportunities,"['Romance', 'Comedy']",1991.0,0.6900000000000001,"night shift, department store, roller-skating, liar, dream girl, janitor, blunt, nostalgic, absurd",Bryan Gordon,"Josie, the daughter of the town's wealthiest businessman, faces problems at home and wishes to leave town but is disoriented. Her decision is finalized after she falls asleep in a Target dressing room. She awakens to find herself locked in the store overnight with the janitor, Jim, the town ""no hoper"" and liar.",https://image.tmdb.org/t/p/w500/3xKSMJo5jbesT1oKRSmM6rynCQl.jpg,https://www.youtube.com/watch?v=WW9BFI1ii40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bullet Proof,"['Action', 'Crime']",2022.0,0.53,Unknown,James Clayton,"The Thief  pulls off the robbery of a lifetime when he robs the psychotic drug lord, Temple. The plan goes off without a hitch until the Thief discovers a stowaway in his getaway car - Temple's pregnant wife, Mia.",https://image.tmdb.org/t/p/w500/cj6YmTAU7Jvn3w6d2NfjQzpX7Pw.jpg,https://www.youtube.com/watch?v=-hOfNvRaPuQ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dead Pool,"['Action', 'Crime', 'Thriller']",1988.0,0.6261000000000001,"prison, police, hitman, fight, media, gun, gangster, detective, chinatown, stalker, sequel, murder, mafia, reporter, explosion, neo-noir",Buddy Van Horn,"Dirty Harry Callahan returns for his final film adventure. Together with his partner Al Quan, he must investigate the systematic murder of actors and musicians. By the time Harry learns that the murders are a part of a sick game to predict the deaths of celebrities before they happen, it may be too late...",https://image.tmdb.org/t/p/w500/mqwGpW0Ptrvz1GmfCnLAOA4cQ8g.jpg,https://www.youtube.com/watch?v=n41u5nOsuBM,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I Care a Lot,"['Crime', 'Thriller', 'Drama']",2021.0,0.6595,"psychopath, dark comedy, sociopath, guardian, ceo, social services, scam artist, female psychopath, late stage capitalism, social criticism, scammer, socialized psychopath",J Blakeson,A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.,https://image.tmdb.org/t/p/w500/gKnhEsjNefpKnUdAkn7INzIFLSu.jpg,https://www.youtube.com/watch?v=4lkCCo63nhM,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Mystery of Henri Pick,"['Drama', 'Comedy']",2019.0,0.65,"based on novel or book, manuscript, author, publisher",Rémi Bezançon,"In a bizarre Breton library that collects rejected, never published manuscripts, a young editor discovers a novel that she considers a masterpiece. It was written by a certain Henri Pick, a cook who died two years earlier and who, according to his widow, had never read a book in his life or written anything but a shopping list... Did he have a secret life? When the book becomes a huge best-seller, Jean- Michel Rouche, a skeptical and stubborn literary critic, teams up with Joséphine, Pick’s daughter, to unravel the mystery.",https://image.tmdb.org/t/p/w500/dkliBAyyb4XVm3Wr234yMRV0qCd.jpg,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Neon Genesis Evangelion: Death and Rebirth,"['Animation', 'Drama', 'Science Fiction']",1997.0,0.7400000000000001,"surrealism, mecha, giant robot, piloted robot, compilation, edited from tv series, anime, based on tv series",Hideaki Anno,"Originally a collection of clips from the Neon Genesis Evangelion TV series, Death was created as a precursor to the re-worked ending of the series. Rebirth was intended as that re-worked ending, but after production overruns Rebirth became only the first half of the first part of The End of Evangelion, with some minor differences.",https://image.tmdb.org/t/p/w500/lXBjqzo6c4NyLuJtqOiH39kswji.jpg,https://www.youtube.com/watch?v=7Q5-lhCpDIA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Missing,"['Drama', 'Mystery', 'Thriller']",2023.0,0.7400000000000001,"kidnapping, fbi, fake identity, detective story, sequel, teenage girl, los angeles, california, missing person, found footage, mysterious, abuse, generation z, amateur sleuth, complex, mother daughter relationship, screenlife, colombia, direct, empathetic",Will Merrick,"When her mother disappears while on vacation in Colombia with her new boyfriend, June’s search for answers is hindered by international red tape. Stuck thousands of miles away in Los Angeles, June creatively uses all the latest technology at her fingertips to try and find her before it’s too late. But as she digs deeper, her digital sleuthing raises more questions than answers... and when June unravels secrets about her mom, she discovers that she never really knew her at all.",https://image.tmdb.org/t/p/w500/wEOUYSU5Uf8J7152PT6jdb5233Y.jpg,https://www.youtube.com/watch?v=seBixtcx19E,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Dark Victory,"['Drama', 'Romance']",1939.0,0.7000000000000001,"horseback riding, brain tumor, female friendship, based on play or musical, long island, new york, socialite, doctor patient relationship, blindness, brain surgery, depressing, compassionate, hopeful",Edmund Goulding,"Socialite Judith Traherne lives a lavish but emotionally empty life. Riding horses is one of her few joys, and her stable master is secretly in love with her. Told she has a brain tumor by her doctor, Frederick Steele, Judith becomes distraught. After she decides to have surgery to remove the tumor, Judith realizes she is in love with Dr. Steele, but more troubling medical news may sabotage her new relationship, and her second chance at life.",https://image.tmdb.org/t/p/w500/dAXVPb0DLUszKfPV63wkDREqluD.jpg,https://www.youtube.com/watch?v=Rawg6NoIP7M,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Casualties of War,"['Drama', 'History', 'War']",1989.0,0.7143,Unknown,Brian De Palma,"During the Vietnam War, a soldier finds himself the outsider of his own squad when they unnecessarily kidnap a female villager.",https://image.tmdb.org/t/p/w500/3SerZUDoU9TMCXMsQqiXvSWm0uL.jpg,https://www.youtube.com/watch?v=2S5uKG0uCLo,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
The Jewel of the Nile,"['Adventure', 'Action', 'Comedy', 'Romance']",1985.0,0.6218,"sailboat, egypt, treasure, middle east, kidnapping, dictator, africa, riddle, sailing trip, palace, treasure hunt, sequel, guru, captive, desert, double cross, novelist, adventurer, archeology, soldier of fortune, romance novelist",Lewis Teague,"Joan Wilder is thrust back into a world of murder, chases, foreign intrigue... and love. This time out she's duped by a duplicitous Arab dignitary who brings her to the Middle East, ostensibly to write a book about his life. Of course, he's up to no good, and Joan is just another pawn in his wicked game. But Jack Colton and his sidekick Ralph show up to help our intrepid heroine save the day.",https://image.tmdb.org/t/p/w500/yxYwAPc7j5emyUxfG0ur7kXeY3Q.jpg,https://www.youtube.com/watch?v=K8ZvVDiYc88,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Only Lovers Left Alive,"['Drama', 'Romance']",2013.0,0.7225,"musician, vampire, tangier morocco, love, detroit, michigan, contamination, vampiress (female vampire)",Jim Jarmusch,"A depressed musician reunites with his lover in the desolate streets of Detroit. Though their romance has endured several centuries, it is tested by the arrival of her capricious and unpredictable younger sister.",https://image.tmdb.org/t/p/w500/6xY2MhYjFPb4xU3KlBJcFAJmMsF.jpg,https://www.youtube.com/watch?v=pkeWhokaPPs,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Bedtime Eyes,['Drama'],1987.0,0.33,Unknown,Tatsumi Kumashiro,"Based on a polemic novel by Amy Yamada, Bedtime Eyes is about the intense love relationship between a second rate Japanese jazz singer and a black American GI on the margins of the law.",https://image.tmdb.org/t/p/w500/dlozKAUiOLsxFtbT2OFXAZ8Us5i.jpg,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Along Came a Spider,"['Crime', 'Mystery', 'Thriller', 'Action']",2001.0,0.6336,"based on novel or book, detective, fbi, teacher, psychologist, psychological thriller, whodunit, cat and mouse, secret service, child kidnapping, u.s. senator, ransom demand, u.s. secret service agent, retired detective, young abducted girl, psychological detective, psychological profiling",Lee Tamahori,"After the harrowing death of his partner, forensic psychologist and best-selling author Alex Cross cannot forgive himself and has retreated to the peace of retirement. But when a brilliant criminal kidnaps a senator's young daughter, he is lured back into action as the kidnapper wants to deal with Alex personally. Teamed with Jezzie Flanigan, the Secret Service agent assigned to protect the missing girl, Alex follows a serpentine trail of clues that leads him to a stunning discovery - the kidnapper wants more than just ransom.",https://image.tmdb.org/t/p/w500/vipRsbIpwUNf1gjfOcVNizQ1o3c.jpg,https://www.youtube.com/watch?v=kswRbwYqn3k,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Son of Batman,"['Animation', 'Action', 'Adventure']",2014.0,0.7000000000000001,"superhero, based on comic, robin, super power, father son reunion, dc animated movie universe",Ethan Spaulding,"Batman learns he has a violent, unruly pre-teen son, secretly raised by the terrorist group known as The League of Assassins.",https://image.tmdb.org/t/p/w500/yHx8OLSKc3VtIBB5lIe90c0fHOX.jpg,https://www.youtube.com/watch?v=EUgppcUxwlg,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudolph the Red-Nosed Reindeer: The Movie,"['Animation', 'Family', 'Music']",1998.0,0.61,"snow, christmas spirit, christmas",William R. Kowalchuk Jr.,"Young Rudolph suffers a childhood accident that sees his nose turn from the publicly accepted norm of black to a glowing red colour. His parents worry about him getting teased, and indeed he does in the end. When he is beaten in the reindeer games by his rival for a doe he fancies, Rudolph runs away and moves into a cave with Slyly the Fox. However can he overcome his fear and reach his true potential?",https://image.tmdb.org/t/p/w500/pNwHtfMVcqmWat1MfMJ9XSVBBXR.jpg,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Forbidden Planet,"['Science Fiction', 'Adventure']",1956.0,0.73,"flying saucer, rescue mission, space, alien planet, robot, sabotage, mysterious death, alien civilization, lone survivor, extinct race, invisible monster, ray weapons, mind enhancement, atomic power plant, romantic triangle",Fred M. Wilcox,"Starship C57D travels to planet Altair 4 in search of the crew of spaceship ""Bellerophon,"" a scientific expedition that has been missing for 20 years, only to find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately.",https://image.tmdb.org/t/p/w500/aq0OQfRS7hDDI8vyD0ICbH9eguC.jpg,https://www.youtube.com/watch?v=Gu-peHw2w6I,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dampyr,"['Horror', 'Fantasy', 'Action']",2022.0,0.63,"vampire, balkan war, based on comic, bonelli",Riccardo Chemello,"In war-torn Balkans, bogus monster hunter Harlan Draka is hired by soldiers who happen to be under attack by an army of actual vampires, uncovering the hidden truth about his past in the process: he is half-human and half-vampire... a Dampyr.",https://image.tmdb.org/t/p/w500/xdWjqmX4x0ObKIPqkr8Vptj99AZ.jpg,https://www.youtube.com/watch?v=5oltja9prKw,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Words,"['Drama', 'Thriller']",2012.0,0.6646000000000001,"plagiarized book, aspiring writer",Brian Klugman,"The Words follows young writer Rory Jansen who finally achieves long sought after literary success after publishing the next great American novel. There's only one catch - he didn't write it. As the past comes back to haunt him and his literary star continues to rise, Jansen is forced to confront the steep price that must be paid for stealing another man's work, and for placing ambition and success above life's most fundamental three words.",https://image.tmdb.org/t/p/w500/aJtPLZS7tlpiQl6pEr8H42K565x.jpg,https://www.youtube.com/watch?v=lTlh70mx-eM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Dilig,['Drama'],2024.0,0.43,Unknown,Christian Paolo Lat,Unknown,https://image.tmdb.org/t/p/w500/lDn02aAZFUb7JpM7l7iuHdbWEHH.jpg,https://www.youtube.com/watch?v=J5HmvVv9LpU,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chevalier,"['Music', 'Drama', 'History']",2023.0,0.6200000000000001,"biography, marie antoinette, based on true story, violinist, 18th century, illegitimate child",Stephen Williams,Unknown,https://image.tmdb.org/t/p/w500/iLhp2fqA0VDIhnC20QHDnw5Yrcf.jpg,https://www.youtube.com/watch?v=YCBkIY3ELoY,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"Turn Me On, Dammit!","['Drama', 'Comedy']",2011.0,0.6321,Unknown,Jannicke Systad Jacobsen,"In Skoddeheimen, Norway, 15-year-old Alma is consumed by her hormones and fantasies that range from sweetly romantic images of Artur, the boyfriend she yearns for, to daydreams about practically everybody she lays eyes on.",https://image.tmdb.org/t/p/w500/4E9L07VKcYThzajtupjJoi4SUsY.jpg,https://www.youtube.com/watch?v=RrhWyfW0mxk,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Invisible Raptor,"['Comedy', 'Thriller', 'Mystery']",2024.0,0.65,Unknown,Mike Hermosa,"After a top-secret experiment goes wrong, a hyper-intelligent invisible raptor escapes the lab and begins wreaking havoc in the surrounding neighborhood. When the creature’s identity is uncovered, it soon becomes clear that a disgraced paleontologist—alongside his ex-girlfriend, an unhinged amusement park security guard, and a local celebrity chicken farmer—is the town’s only hope for surviving the raptor’s ravenous rampage.",https://image.tmdb.org/t/p/w500/aLdgzOi3X8xg1AiYliTyiHQGn5B.jpg,https://www.youtube.com/watch?v=_HZsuDlL2B4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Press Play,"['Music', 'Romance', 'Science Fiction']",2022.0,0.66,"time travel, time, destiny, music",Greg Björkman,"Laura and Harrison have the picture-perfect romance built on the foundation of a shared love of music. After a deadly accident, Laura gets the chance to save the love of her life when she discovers that their mixtape can transport her back in time.",https://image.tmdb.org/t/p/w500/d0dcVRrRvfOZi1jDrVsw4pVQ945.jpg,https://www.youtube.com/watch?v=AThHBsWUJgg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
A Simple Plan,"['Crime', 'Drama', 'Thriller']",1998.0,0.7200000000000001,"friendship, sibling relationship, airplane, based on novel or book, money delivery, minnesota, greed, snow, bag of money, police officer, financial transactions, neo-noir, plane wreck",Sam Raimi,"Captivated by the lure of sudden wealth, the quiet rural lives of two brothers erupt into conflicts of greed, paranoia and distrust when over $4 million in cash is discovered at the remote site of a downed small airplane. Their simple plan to retain the money while avoiding detection opens a Pandora's box when the fear of getting caught triggers panicked behavior and leads to virulent consequences.",https://image.tmdb.org/t/p/w500/wO2gH7DMqpMeHlj5QmDhW4IkgAr.jpg,https://www.youtube.com/watch?v=Li8aZUd6O9A,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Brazil,"['Comedy', 'Science Fiction']",1985.0,0.7672,"dream, government, bureaucracy, police state, great britain, technology, dystopia, office, dark comedy, satire, surrealism, steampunk, terrorism, bombing, job promotion, repairman, christmas",Terry Gilliam,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",https://image.tmdb.org/t/p/w500/2w09J0KUnVtJvqPYu8N63XjAyCR.jpg,https://www.youtube.com/watch?v=A_7ATU9dslE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Call Jane,"['Drama', 'History']",2022.0,0.66,"chicago, illinois, pregnancy, housewife, based on true story, unwanted pregnancy, woman director, abortion, 1960s, illegal abortion, illegal abortionist",Phyllis Nagy,A married woman with an unwanted pregnancy lives in a time in America where she can't get a legal abortion and works with a group of suburban women to find help.,https://image.tmdb.org/t/p/w500/n3oV6065tgYpukAjLxSbWcfqdg9.jpg,https://www.youtube.com/watch?v=dfe7AyEaVss,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Midnight Sun,"['Romance', 'Drama']",2018.0,0.7805,"seattle, washington, sunlight, terminal illness, singer, best friend, homeschooling, dead mother, swimming, teenage daughter, railway station, boyfriend girlfriend relationship, athletic scholarship, protective father, teenage romance, busker, rare disease, medical problem",Scott Speer,"Katie, a 17-year-old, has been sheltered since childhood and confined to her house during the day by a rare disease that makes even the smallest amount of sunlight deadly. Fate intervenes when she meets Charlie and they embark on a summer romance.",https://image.tmdb.org/t/p/w500/vPG2zEKPXhovPW9S91SRnwr5JM1.jpg,https://www.youtube.com/watch?v=U8N1fKXunCg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Prison,"['Crime', 'Horror', 'Thriller', 'Drama']",1987.0,0.5738000000000001,"prison, prisoner, haunting, revenge, electric chair",Renny Harlin,"After Charles Forsyth was sent to the electric chair for a crime he didn't commit, he forever haunts the prison where he was executed. Flash forward several years when the prison is reopened, under the control of its new warden Eaton Sharpe, a former security guard who framed Charlie. When prisoners are ordered to break down the wall to the execution room, they unknowingly release the angry spirit of Charles Forsyth, a powerful being distributing his murderous rage to all, leading up to the Warden himself.",https://image.tmdb.org/t/p/w500/bB6iCnYO1dlVA1kZp04acFyXTpg.jpg,https://www.youtube.com/watch?v=M3CFRWCHMiY,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Blue Valentine,"['Drama', 'Romance']",2010.0,0.6900000000000001,"depression, dancing, nurse, pennsylvania, usa, love at first sight, pregnancy, classroom, marriage, bridge, dysfunctional family, alcoholism, love, divorce, nonlinear timeline, abortion, student, broken marriage",Derek Cianfrance,"Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.",https://image.tmdb.org/t/p/w500/vqQPrOc0XCloZhuOeR66wjsnyUo.jpg,https://www.youtube.com/watch?v=fvc0xH6r2wo,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Tax Collector,"['Action', 'Crime', 'Drama']",2020.0,0.5636,family relationships,David Ayer,David Cuevas is a family man who works as a gangland tax collector for high ranking Los Angeles gang members. He makes collections across the city with his partner Creeper making sure people pay up or will see retaliation. An old threat returns to Los Angeles that puts everything David loves in harm’s way.,https://image.tmdb.org/t/p/w500/3eg0kGC2Xh0vhydJHO37Sp4cmMt.jpg,https://www.youtube.com/watch?v=yBhUWv5Hzqc,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Mirror: Bandersnatch,"['Science Fiction', 'Mystery', 'Drama', 'Thriller', 'TV Movie']",2018.0,0.6765,"video game, technology, choice, free will, british noir, tech noir, programmer, interactive, choose your own adventure, video game development",David Slade,"In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.",https://image.tmdb.org/t/p/w500/fR0VZ0VE598zl1lrYf7IfBqEwQ2.jpg,https://www.youtube.com/watch?v=wgvLiKl8nY4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0
Madagascar Landing,['War'],1944.0,0.54,resistance,Alfred Hitchcock,"A former leader of the French Resistance finds that one of his fellow actors looks like a detestable official he knew in Madagascar during the war. He tells about his time, operating an illegal radio station while evading the Nazis.",https://image.tmdb.org/t/p/w500/uvgnI0hwV1nAsLIllL1mDNT4m5r.jpg,https://www.youtube.com/watch?v=kkfOiZJVY8U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Un/Happy for You,"['Romance', 'Drama']",2024.0,0.45,Unknown,Petersen Vargas,"Two years after their breakup, a Bicolano chef on the rise reunites with his ex- girlfriend who is back in the province for a brief work visit. Still feeling bitter about their breakup, he tries to seduce her to ruin her engagement, only to find himself falling for her once more.",https://image.tmdb.org/t/p/w500/wQ80tPzGP5gnrtoXV9JFWVlQVJL.jpg,https://www.youtube.com/watch?v=bFC9sSIk_cc,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Lail Nahar,['Comedy'],2024.0,0.0,Unknown,Abdulaziz Almuzaini,"Nahar, a beloved and highly popular opera singer, finds himself at the center of a ""cancel"" storm after a viral video accuses him of racism. In a surprising move, he announces his upcoming marriage to a black woman live on air, putting him in a race against time to find the right woman. Eventually, he marries a wedding singer, and their relationship evolves from one of mutual interests into an unexpected emotional and musical journey filled with surprising twists.",https://image.tmdb.org/t/p/w500/axOkQBlyYstOliVxmZfXwz9nkmn.jpg,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGO Marvel Avengers: Code Red,"['Animation', 'Action', 'Family']",2023.0,0.67,Unknown,Ken Cunningham,"The Avengers gather to celebrate their latest victory, but their celebration is quickly interrupted by the mysterious disappearance of Black Widow's father, Red Guardian. As the Avengers investigate, they discover that Red Guardian isn't the only one missing when they meet a dangerous new foe quite unlike anything they've ever encountered before.",https://image.tmdb.org/t/p/w500/rDzig50dj7VpLwJ7SThbamETK1G.jpg,https://www.youtube.com/watch?v=nsTMauyViHI,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2067,"['Science Fiction', 'Thriller']",2020.0,0.53,"climate change, time travel, deforestation, 2060s, extinct plants, synthetic oxygen",Seth Larney,"A lowly utility worker is called to the future by a mysterious radio signal, he must leave his dying wife to embark on a journey that will force him to face his deepest fears in an attempt to change the fabric of reality and save humankind from its greatest environmental crisis yet.",https://image.tmdb.org/t/p/w500/7D430eqZj8y3oVkLFfsWXGRcpEG.jpg,https://www.youtube.com/watch?v=xKv_Ic8b1VE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Blast from the Past,"['Drama', 'Romance', 'Comedy']",1999.0,0.6772,"isolation, atomic bomb, bunker, shelter, lighthearted, blast from the past, adoring, amused, familiar",Hugh Wilson,"Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years, Adam now ventures forth into Los Angeles to obtain food and supplies for his family, and a non-mutant wife for himself.",https://image.tmdb.org/t/p/w500/qVN4bbVX2tzaNbAdEJT5eOPq26c.jpg,https://www.youtube.com/watch?v=hDNR4CxYtls,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Speed Racer,"['Family', 'Action', 'Adventure', 'Comedy']",2008.0,0.63,"car race, loss of loved one, chimp, family, duringcreditsstinger, woman director, live action remake, based on tv series, euphoric",Lana Wachowski,"Speed Racer is a young and brilliant racing driver. When corruption in the racing leagues costs his brother his life, Speed must team up with the police and the mysterious Racer X to bring an end to the corruption and criminal activities.",https://image.tmdb.org/t/p/w500/x800OyHuJ9JDuhHLtdPLkH1vBjw.jpg,https://www.youtube.com/watch?v=M_RpBi3W1Eo,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
